GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP
0022301189,2024-04-14,1610612748,MIA,Miami Heat,MIA vs. TOR
0022301195,2024-04-14,1610612747,LAL,Los Angeles Lakers,LAL @ NOP
0022301190,2024-04-14,1610612752,NYK,New York Knicks,NYK vs. CHI
0022301191,2024-04-14,1610612753,ORL,Orlando Magic,ORL vs. MIL
0022301198,2024-04-14,1610612762,UTA,Utah Jazz,UTA @ GSW
0022301186,2024-04-14,1610612764,WAS,Washington Wizards,WAS @ BOS
0022301193,2024-04-14,1610612763,MEM,Memphis Grizzlies,MEM vs. DEN
0022301186,2024-04-14,1610612738,BOS,Boston Celtics,BOS vs. WAS
0022301194,2024-04-14,1610612750,MIN,Minnesota Timberwolves,MIN vs. PHX
0022301188,2024-04-14,1610612737,ATL,Atlanta Hawks,ATL @ IND
0022301188,2024-04-14,1610612754,IND,Indiana Pacers,IND vs. ATL
0022301192,2024-04-14,1610612751,BKN,Brooklyn Nets,BKN @ PHI
0022301194,2024-04-14,1610612756,PHX,Phoenix Suns,PHX @ MIN
0022301199,2024-04-14,1610612745,HOU,Houston Rockets,HOU @ LAC
0022301191,2024-04-14,1610612749,MIL,Milwaukee Bucks,MIL @ ORL
0022301187,2024-04-14,1610612739,CLE,Cleveland Cavaliers,CLE vs. CHA
0022301197,2024-04-14,1610612765,DET,Detroit Pistons,DET @ SAS
0022301196,2024-04-14,1610612760,OKC,Oklahoma City Thunder,OKC vs. DAL
0022301198,2024-04-14,1610612744,GSW,Golden State Warriors,GSW vs. UTA
0022301192,2024-04-14,1610612755,PHI,Philadelphia 76ers,PHI vs. BKN
0022301187,2024-04-14,1610612766,CHA,Charlotte Hornets,CHA @ CLE
0022301195,2024-04-14,1610612740,NOP,New Orleans Pelicans,NOP vs. LAL
0022301196,2024-04-14,1610612742,DAL,Dallas Mavericks,DAL @ OKC
0022301190,2024-04-14,1610612741,CHI,Chicago Bulls,CHI @ NYK
0022301200,2024-04-14,1610612758,SAC,Sacramento Kings,SAC vs. POR
0022301199,2024-04-14,1610612746,LAC,LA Clippers,LAC vs. HOU
0022301197,2024-04-14,1610612759,SAS,San Antonio Spurs,SAS vs. DET
0022301200,2024-04-14,1610612757,POR,Portland Trail Blazers,POR @ SAC
0022301189,2024-04-14,1610612761,TOR,Toronto Raptors,TOR @ MIA
0022301193,2024-04-14,1610612743,DEN,Denver Nuggets,DEN @ MEM
0022301179,2024-04-12,1610612760,OKC,Oklahoma City Thunder,OKC vs. MIL
0022301177,2024-04-12,1610612747,LAL,Los Angeles Lakers,LAL @ MEM
0022301175,2024-04-12,1610612752,NYK,New York Knicks,NYK vs. BKN
0022301174,2024-04-12,1610612739,CLE,Cleveland Cavaliers,CLE vs. IND
0022301180,2024-04-12,1610612743,DEN,Denver Nuggets,DEN @ SAS
0022301176,2024-04-12,1610612748,MIA,Miami Heat,MIA vs. TOR
0022301184,2024-04-12,1610612746,LAC,LA Clippers,LAC vs. UTA
0022301173,2024-04-12,1610612738,BOS,Boston Celtics,BOS vs. CHA
0022301185,2024-04-12,1610612758,SAC,Sacramento Kings,SAC vs. PHX
0022301173,2024-04-12,1610612766,CHA,Charlotte Hornets,CHA @ BOS
0022301171,2024-04-12,1610612753,ORL,Orlando Magic,ORL @ PHI
0022301172,2024-04-12,1610612741,CHI,Chicago Bulls,CHI @ WAS
0022301176,2024-04-12,1610612761,TOR,Toronto Raptors,TOR @ MIA
0022301178,2024-04-12,1610612737,ATL,Atlanta Hawks,ATL @ MIN
0022301184,2024-04-12,1610612762,UTA,Utah Jazz,UTA @ LAC
0022301172,2024-04-12,1610612764,WAS,Washington Wizards,WAS vs. CHI
0022301185,2024-04-12,1610612756,PHX,Phoenix Suns,PHX @ SAC
0022301175,2024-04-12,1610612751,BKN,Brooklyn Nets,BKN @ NYK
0022301174,2024-04-12,1610612754,IND,Indiana Pacers,IND @ CLE
0022301181,2024-04-12,1610612765,DET,Detroit Pistons,DET @ DAL
0022301180,2024-04-12,1610612759,SAS,San Antonio Spurs,SAS vs. DEN
0022301179,2024-04-12,1610612749,MIL,Milwaukee Bucks,MIL @ OKC
0022301171,2024-04-12,1610612755,PHI,Philadelphia 76ers,PHI vs. ORL
0022301181,2024-04-12,1610612742,DAL,Dallas Mavericks,DAL vs. DET
0022301178,2024-04-12,1610612750,MIN,Minnesota Timberwolves,MIN vs. ATL
0022301183,2024-04-12,1610612745,HOU,Houston Rockets,HOU @ POR
0022301183,2024-04-12,1610612757,POR,Portland Trail Blazers,POR vs. HOU
0022301182,2024-04-12,1610612744,GSW,Golden State Warriors,GSW vs. NOP
0022301182,2024-04-12,1610612740,NOP,New Orleans Pelicans,NOP @ GSW
0022301177,2024-04-12,1610612763,MEM,Memphis Grizzlies,MEM vs. LAL
0022301166,2024-04-11,1610612741,CHI,Chicago Bulls,CHI @ DET
0022301167,2024-04-11,1610612752,NYK,New York Knicks,NYK @ BOS
0022301166,2024-04-11,1610612765,DET,Detroit Pistons,DET vs. CHI
0022301170,2024-04-11,1610612758,SAC,Sacramento Kings,SAC vs. NOP
0022301167,2024-04-11,1610612738,BOS,Boston Celtics,BOS vs. NYK
0022301169,2024-04-11,1610612744,GSW,Golden State Warriors,GSW @ POR
0022301168,2024-04-11,1610612762,UTA,Utah Jazz,UTA vs. HOU
0022301170,2024-04-11,1610612740,NOP,New Orleans Pelicans,NOP @ SAC
0022301169,2024-04-11,1610612757,POR,Portland Trail Blazers,POR vs. GSW
0022301168,2024-04-11,1610612745,HOU,Houston Rockets,HOU @ UTA
0022301165,2024-04-10,1610612756,PHX,Phoenix Suns,PHX @ LAC
0022301163,2024-04-10,1610612759,SAS,San Antonio Spurs,SAS @ OKC
0022301162,2024-04-10,1610612753,ORL,Orlando Magic,ORL @ MIL
0022301160,2024-04-10,1610612751,BKN,Brooklyn Nets,BKN vs. TOR
0022301158,2024-04-10,1610612739,CLE,Cleveland Cavaliers,CLE vs. MEM
0022301164,2024-04-10,1610612743,DEN,Denver Nuggets,DEN vs. MIN
0022301165,2024-04-10,1610612746,LAC,LA Clippers,LAC vs. PHX
0022301162,2024-04-10,1610612749,MIL,Milwaukee Bucks,MIL vs. ORL
0022301158,2024-04-10,1610612763,MEM,Memphis Grizzlies,MEM @ CLE
0022301161,2024-04-10,1610612748,MIA,Miami Heat,MIA vs. DAL
0022301159,2024-04-10,1610612737,ATL,Atlanta Hawks,ATL vs. CHA
0022301164,2024-04-10,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN
0022301160,2024-04-10,1610612761,TOR,Toronto Raptors,TOR @ BKN
0022301161,2024-04-10,1610612742,DAL,Dallas Mavericks,DAL @ MIA
0022301163,2024-04-10,1610612760,OKC,Oklahoma City Thunder,OKC vs. SAS
0022301159,2024-04-10,1610612766,CHA,Charlotte Hornets,CHA @ ATL
0022301153,2024-04-09,1610612758,SAC,Sacramento Kings,SAC @ OKC
0022301144,2024-04-09,1610612766,CHA,Charlotte Hornets,CHA vs. DAL
0022301156,2024-04-09,1610612746,LAC,LA Clippers,LAC @ PHX
0022301151,2024-04-09,1610612759,SAS,San Antonio Spurs,SAS @ MEM
0022301149,2024-04-09,1610612741,CHI,Chicago Bulls,CHI vs. NYK
0022301144,2024-04-09,1610612742,DAL,Dallas Mavericks,DAL @ CHA
0022301155,2024-04-09,1610612747,LAL,Los Angeles Lakers,LAL vs. GSW
0022301146,2024-04-09,1610612761,TOR,Toronto Raptors,TOR vs. IND
0022301157,2024-04-09,1610612740,NOP,New Orleans Pelicans,NOP @ POR
0022301147,2024-04-09,1610612748,MIA,Miami Heat,MIA @ ATL
0022301156,2024-04-09,1610612756,PHX,Phoenix Suns,PHX vs. LAC
0022301147,2024-04-09,1610612737,ATL,Atlanta Hawks,ATL vs. MIA
0022301148,2024-04-09,1610612749,MIL,Milwaukee Bucks,MIL vs. BOS
0022301157,2024-04-09,1610612757,POR,Portland Trail Blazers,POR vs. NOP
0022301150,2024-04-09,1610612753,ORL,Orlando Magic,ORL @ HOU
0022301155,2024-04-09,1610612744,GSW,Golden State Warriors,GSW @ LAL
0022301149,2024-04-09,1610612752,NYK,New York Knicks,NYK @ CHI
0022301150,2024-04-09,1610612745,HOU,Houston Rockets,HOU vs. ORL
0022301154,2024-04-09,1610612762,UTA,Utah Jazz,UTA vs. DEN
0022301151,2024-04-09,1610612763,MEM,Memphis Grizzlies,MEM vs. SAS
0022301148,2024-04-09,1610612738,BOS,Boston Celtics,BOS @ MIL
0022301154,2024-04-09,1610612743,DEN,Denver Nuggets,DEN @ UTA
0022301153,2024-04-09,1610612760,OKC,Oklahoma City Thunder,OKC vs. SAC
0022301152,2024-04-09,1610612764,WAS,Washington Wizards,WAS @ MIN
0022301146,2024-04-09,1610612754,IND,Indiana Pacers,IND @ TOR
0022301152,2024-04-09,1610612750,MIN,Minnesota Timberwolves,MIN vs. WAS
0022301145,2024-04-09,1610612755,PHI,Philadelphia 76ers,PHI vs. DET
0022301145,2024-04-09,1610612765,DET,Detroit Pistons,DET @ PHI
0022301143,2024-04-07,1610612750,MIN,Minnesota Timberwolves,MIN @ LAL
0022301136,2024-04-07,1610612753,ORL,Orlando Magic,ORL vs. CHI
0022301136,2024-04-07,1610612741,CHI,Chicago Bulls,CHI @ ORL
0022301141,2024-04-07,1610612758,SAC,Sacramento Kings,SAC @ BKN
0022301134,2024-04-07,1610612757,POR,Portland Trail Blazers,POR @ BOS
0022301139,2024-04-07,1610612749,MIL,Milwaukee Bucks,MIL vs. NYK
0022301131,2024-04-07,1610612745,HOU,Houston Rockets,HOU @ DAL
0022301133,2024-04-07,1610612754,IND,Indiana Pacers,IND vs. MIA
0022301141,2024-04-07,1610612751,BKN,Brooklyn Nets,BKN vs. SAC
0022301138,2024-04-07,1610612740,NOP,New Orleans Pelicans,NOP @ PHX
0022301135,2024-04-07,1610612760,OKC,Oklahoma City Thunder,OKC @ CHA
0022301140,2024-04-07,1610612759,SAS,San Antonio Spurs,SAS vs. PHI
0022301132,2024-04-07,1610612746,LAC,LA Clippers,LAC vs. CLE
0022301140,2024-04-07,1610612755,PHI,Philadelphia 76ers,PHI @ SAS
0022301142,2024-04-07,1610612762,UTA,Utah Jazz,UTA @ GSW
0022301142,2024-04-07,1610612744,GSW,Golden State Warriors,GSW vs. UTA
0022301143,2024-04-07,1610612747,LAL,Los Angeles Lakers,LAL vs. MIN
0022301137,2024-04-07,1610612761,TOR,Toronto Raptors,TOR vs. WAS
0022301134,2024-04-07,1610612738,BOS,Boston Celtics,BOS vs. POR
0022301133,2024-04-07,1610612748,MIA,Miami Heat,MIA @ IND
0022301137,2024-04-07,1610612764,WAS,Washington Wizards,WAS @ TOR
0022301131,2024-04-07,1610612742,DAL,Dallas Mavericks,DAL vs. HOU
0022301139,2024-04-07,1610612752,NYK,New York Knicks,NYK @ MIL
0022301132,2024-04-07,1610612739,CLE,Cleveland Cavaliers,CLE @ LAC
0022301135,2024-04-07,1610612766,CHA,Charlotte Hornets,CHA vs. OKC
0022301138,2024-04-07,1610612756,PHX,Phoenix Suns,PHX vs. NOP
0022301130,2024-04-06,1610612737,ATL,Atlanta Hawks,ATL @ DEN
0022301130,2024-04-06,1610612743,DEN,Denver Nuggets,DEN vs. ATL
0022301127,2024-04-06,1610612747,LAL,Los Angeles Lakers,LAL vs. CLE
0022301128,2024-04-06,1610612751,BKN,Brooklyn Nets,BKN vs. DET
0022301128,2024-04-06,1610612765,DET,Detroit Pistons,DET @ BKN
0022301127,2024-04-06,1610612739,CLE,Cleveland Cavaliers,CLE @ LAL
0022301129,2024-04-06,1610612763,MEM,Memphis Grizzlies,MEM vs. PHI
0022301129,2024-04-06,1610612755,PHI,Philadelphia 76ers,PHI @ MEM
0022301121,2024-04-05,1610612763,MEM,Memphis Grizzlies,MEM vs. DET
0022301125,2024-04-05,1610612756,PHX,Phoenix Suns,PHX vs. MIN
0022301120,2024-04-05,1610612745,HOU,Houston Rockets,HOU vs. MIA
0022301117,2024-04-05,1610612757,POR,Portland Trail Blazers,POR @ WAS
0022301116,2024-04-05,1610612754,IND,Indiana Pacers,IND vs. OKC
0022301116,2024-04-05,1610612760,OKC,Oklahoma City Thunder,OKC @ IND
0022301119,2024-04-05,1610612752,NYK,New York Knicks,NYK @ CHI
0022301115,2024-04-05,1610612766,CHA,Charlotte Hornets,CHA vs. ORL
0022301097,2024-04-05,1610612744,GSW,Golden State Warriors,GSW @ DAL
0022301123,2024-04-05,1610612740,NOP,New Orleans Pelicans,NOP vs. SAS
0022301119,2024-04-05,1610612741,CHI,Chicago Bulls,CHI vs. NYK
0022301125,2024-04-05,1610612750,MIN,Minnesota Timberwolves,MIN @ PHX
0022301120,2024-04-05,1610612748,MIA,Miami Heat,MIA @ HOU
0022301121,2024-04-05,1610612765,DET,Detroit Pistons,DET @ MEM
0022301097,2024-04-05,1610612742,DAL,Dallas Mavericks,DAL vs. GSW
0022301126,2024-04-05,1610612746,LAC,LA Clippers,LAC vs. UTA
0022301118,2024-04-05,1610612738,BOS,Boston Celtics,BOS vs. SAC
0022301123,2024-04-05,1610612759,SAS,San Antonio Spurs,SAS @ NOP
0022301122,2024-04-05,1610612761,TOR,Toronto Raptors,TOR @ MIL
0022301118,2024-04-05,1610612758,SAC,Sacramento Kings,SAC @ BOS
0022301122,2024-04-05,1610612749,MIL,Milwaukee Bucks,MIL vs. TOR
0022301126,2024-04-05,1610612762,UTA,Utah Jazz,UTA @ LAC
0022301117,2024-04-05,1610612764,WAS,Washington Wizards,WAS vs. POR
0022301115,2024-04-05,1610612753,ORL,Orlando Magic,ORL @ CHA
0022301113,2024-04-04,1610612744,GSW,Golden State Warriors,GSW @ HOU
0022301112,2024-04-04,1610612758,SAC,Sacramento Kings,SAC @ NYK
0022301111,2024-04-04,1610612755,PHI,Philadelphia 76ers,PHI @ MIA
0022301113,2024-04-04,1610612745,HOU,Houston Rockets,HOU vs. GSW
0022301112,2024-04-04,1610612752,NYK,New York Knicks,NYK vs. SAC
0022301111,2024-04-04,1610612748,MIA,Miami Heat,MIA vs. PHI
0022301114,2024-04-04,1610612743,DEN,Denver Nuggets,DEN @ LAC
0022301124,2024-04-04,1610612737,ATL,Atlanta Hawks,ATL @ DAL
0022301114,2024-04-04,1610612746,LAC,LA Clippers,LAC vs. DEN
0022301124,2024-04-04,1610612742,DAL,Dallas Mavericks,DAL vs. ATL
0022301107,2024-04-03,1610612763,MEM,Memphis Grizzlies,MEM @ MIL
0022301110,2024-04-03,1610612739,CLE,Cleveland Cavaliers,CLE @ PHX
0022301104,2024-04-03,1610612765,DET,Detroit Pistons,DET @ ATL
0022301103,2024-04-03,1610612747,LAL,Los Angeles Lakers,LAL @ WAS
0022301104,2024-04-03,1610612737,ATL,Atlanta Hawks,ATL vs. DET
0022301106,2024-04-03,1610612751,BKN,Brooklyn Nets,BKN vs. IND
0022301105,2024-04-03,1610612760,OKC,Oklahoma City Thunder,OKC @ BOS
0022301105,2024-04-03,1610612738,BOS,Boston Celtics,BOS vs. OKC
0022301102,2024-04-03,1610612766,CHA,Charlotte Hornets,CHA vs. POR
0022301109,2024-04-03,1610612740,NOP,New Orleans Pelicans,NOP vs. ORL
0022301103,2024-04-03,1610612764,WAS,Washington Wizards,WAS vs. LAL
0022301110,2024-04-03,1610612756,PHX,Phoenix Suns,PHX vs. CLE
0022301108,2024-04-03,1610612761,TOR,Toronto Raptors,TOR @ MIN
0022301109,2024-04-03,1610612753,ORL,Orlando Magic,ORL @ NOP
0022301106,2024-04-03,1610612754,IND,Indiana Pacers,IND @ BKN
0022301102,2024-04-03,1610612757,POR,Portland Trail Blazers,POR @ CHA
0022301108,2024-04-03,1610612750,MIN,Minnesota Timberwolves,MIN vs. TOR
0022301107,2024-04-03,1610612749,MIL,Milwaukee Bucks,MIL vs. MEM
0022301094,2024-04-02,1610612747,LAL,Los Angeles Lakers,LAL @ TOR
0022301094,2024-04-02,1610612761,TOR,Toronto Raptors,TOR vs. LAL
0022301096,2024-04-02,1610612748,MIA,Miami Heat,MIA vs. NYK
0022301099,2024-04-02,1610612759,SAS,San Antonio Spurs,SAS @ DEN
0022301095,2024-04-02,1610612749,MIL,Milwaukee Bucks,MIL @ WAS
0022301098,2024-04-02,1610612750,MIN,Minnesota Timberwolves,MIN vs. HOU
0022300589,2024-04-02,1610612742,DAL,Dallas Mavericks,DAL @ GSW
0022300589,2024-04-02,1610612744,GSW,Golden State Warriors,GSW vs. DAL
0022301096,2024-04-02,1610612752,NYK,New York Knicks,NYK @ MIA
0022301098,2024-04-02,1610612745,HOU,Houston Rockets,HOU @ MIN
0022301100,2024-04-02,1610612739,CLE,Cleveland Cavaliers,CLE @ UTA
0022301100,2024-04-02,1610612762,UTA,Utah Jazz,UTA vs. CLE
0022301099,2024-04-02,1610612743,DEN,Denver Nuggets,DEN vs. SAS
0022301093,2024-04-02,1610612760,OKC,Oklahoma City Thunder,OKC @ PHI
0022301101,2024-04-02,1610612746,LAC,LA Clippers,LAC @ SAC
0022301093,2024-04-02,1610612755,PHI,Philadelphia 76ers,PHI vs. OKC
0022301101,2024-04-02,1610612758,SAC,Sacramento Kings,SAC vs. LAC
0022301095,2024-04-02,1610612764,WAS,Washington Wizards,WAS vs. MIL
0022301088,2024-04-01,1610612765,DET,Detroit Pistons,DET vs. MEM
0022301089,2024-04-01,1610612754,IND,Indiana Pacers,IND vs. BKN
0022301092,2024-04-01,1610612756,PHX,Phoenix Suns,PHX @ NOP
0022301091,2024-04-01,1610612741,CHI,Chicago Bulls,CHI vs. ATL
0022301091,2024-04-01,1610612737,ATL,Atlanta Hawks,ATL @ CHI
0022301087,2024-04-01,1610612766,CHA,Charlotte Hornets,CHA vs. BOS
0022301087,2024-04-01,1610612738,BOS,Boston Celtics,BOS @ CHA
0022301092,2024-04-01,1610612740,NOP,New Orleans Pelicans,NOP vs. PHX
0022301088,2024-04-01,1610612763,MEM,Memphis Grizzlies,MEM @ DET
0022301090,2024-04-01,1610612753,ORL,Orlando Magic,ORL vs. POR
0022301089,2024-04-01,1610612751,BKN,Brooklyn Nets,BKN @ IND
0022301090,2024-04-01,1610612757,POR,Portland Trail Blazers,POR @ ORL
0022301085,2024-03-31,1610612744,GSW,Golden State Warriors,GSW @ SAS
0022301078,2024-03-31,1610612747,LAL,Los Angeles Lakers,LAL @ BKN
0022301086,2024-03-31,1610612758,SAC,Sacramento Kings,SAC vs. UTA
0022301077,2024-03-31,1610612739,CLE,Cleveland Cavaliers,CLE @ DEN
0022301081,2024-03-31,1610612764,WAS,Washington Wizards,WAS vs. MIA
0022301084,2024-03-31,1610612741,CHI,Chicago Bulls,CHI @ MIN
0022301079,2024-03-31,1610612746,LAC,LA Clippers,LAC @ CHA
0022301082,2024-03-31,1610612760,OKC,Oklahoma City Thunder,OKC @ NYK
0022301080,2024-03-31,1610612761,TOR,Toronto Raptors,TOR vs. PHI
0022301084,2024-03-31,1610612750,MIN,Minnesota Timberwolves,MIN vs. CHI
0022301081,2024-03-31,1610612748,MIA,Miami Heat,MIA @ WAS
0022301083,2024-03-31,1610612745,HOU,Houston Rockets,HOU vs. DAL
0022301086,2024-03-31,1610612762,UTA,Utah Jazz,UTA @ SAC
0022301082,2024-03-31,1610612752,NYK,New York Knicks,NYK vs. OKC
0022301079,2024-03-31,1610612766,CHA,Charlotte Hornets,CHA vs. LAC
0022301078,2024-03-31,1610612751,BKN,Brooklyn Nets,BKN vs. LAL
0022301083,2024-03-31,1610612742,DAL,Dallas Mavericks,DAL @ HOU
0022301085,2024-03-31,1610612759,SAS,San Antonio Spurs,SAS vs. GSW
0022301080,2024-03-31,1610612755,PHI,Philadelphia 76ers,PHI @ TOR
0022301077,2024-03-31,1610612743,DEN,Denver Nuggets,DEN vs. CLE
2022300527,2024-03-30,1612709915,MNE,Maine Celtics,MNE @ TEX
2022300517,2024-03-30,1612709929,CPS,College Park Skyhawks,CPS vs. LIN
2022300522,2024-03-30,1612709911,IWA,Iowa Wolves,IWA vs. AUS
2022300526,2024-03-30,1612709908,RGV,Rio Grande Valley Vipers,RGV vs. SLC
2022300524,2024-03-30,1612709927,WIS,Wisconsin Herd,WIS @ WCB
2022300515,2024-03-30,1612709889,OKL,Oklahoma City Blue,OKL @ DEL
2022300516,2024-03-30,1612709902,SCW,Santa Cruz Warriors,SCW @ RCR
0022301074,2024-03-30,1610612738,BOS,Boston Celtics,BOS @ NOP
2022300517,2024-03-30,1612709921,LIN,Long Island Nets,LIN @ CPS
2022300515,2024-03-30,1612709909,DEL,Delaware Blue Coats,DEL vs. OKL
2022300525,2024-03-30,1612709931,MXC,Mexico City Capitanes,MXC @ SBL
2022300524,2024-03-30,1612709923,WCB,Windy City Bulls,WCB vs. WIS
2022300518,2024-03-30,1612709928,CCG,Capital City Go-Go,CCG @ GRG
2022300520,2024-03-30,1612709919,WES,Westchester Knicks,WES vs. MHU
2022300522,2024-03-30,1612709890,AUS,Austin Spurs,AUS @ IWA
0022301076,2024-03-30,1610612737,ATL,Atlanta Hawks,ATL vs. MIL
2022300521,2024-03-30,1612709913,BHM,Birmingham Squadron,BHM vs. CLC
2022300526,2024-03-30,1612709903,SLC,Salt Lake City Stars,SLC @ RGV
2022300523,2024-03-30,1612709914,STO,Stockton Kings,STO @ SXF
0022301074,2024-03-30,1610612740,NOP,New Orleans Pelicans,NOP vs. BOS
2022300527,2024-03-30,1612709918,TEX,Texas Legends,TEX vs. MNE
0022301075,2024-03-30,1610612763,MEM,Memphis Grizzlies,MEM @ ORL
2022300520,2024-03-30,1612709926,MHU,Memphis Hustle,MHU @ WES
2022300525,2024-03-30,1612709905,SBL,South Bay Lakers,SBL vs. MXC
2022300519,2024-03-30,1612709925,OSC,Osceola Magic,OSC vs. FWN
2022300516,2024-03-30,1612709933,RCR,Rip City Remix,RCR vs. SCW
2022300523,2024-03-30,1612709904,SXF,Sioux Falls Skyforce,SXF vs. STO
0022301076,2024-03-30,1610612749,MIL,Milwaukee Bucks,MIL @ ATL
2022300519,2024-03-30,1612709910,FWN,Fort Wayne Mad Ants,FWN @ OSC
0022301075,2024-03-30,1610612753,ORL,Orlando Magic,ORL vs. MEM
2022300521,2024-03-30,1612709893,CLC,Cleveland Charge,CLC @ BHM
2022300518,2024-03-30,1612709917,GRG,Grand Rapids Gold,GRG vs. CCG
2022300511,2024-03-29,1612709927,WIS,Wisconsin Herd,WIS @ WCB
0022301064,2024-03-29,1610612746,LAC,LA Clippers,LAC @ ORL
2022300512,2024-03-29,1612709903,SLC,Salt Lake City Stars,SLC @ RGV
2022300510,2024-03-29,1612709904,SXF,Sioux Falls Skyforce,SXF vs. STO
2022300514,2024-03-29,1612709905,SBL,South Bay Lakers,SBL vs. MXC
0022301070,2024-03-29,1610612752,NYK,New York Knicks,NYK @ SAS
2022300511,2024-03-29,1612709923,WCB,Windy City Bulls,WCB vs. WIS
2022300507,2024-03-29,1612709919,WES,Westchester Knicks,WES vs. MHU
0022301069,2024-03-29,1610612760,OKC,Oklahoma City Thunder,OKC vs. PHX
0022301066,2024-03-29,1610612751,BKN,Brooklyn Nets,BKN vs. CHI
0022301073,2024-03-29,1610612758,SAC,Sacramento Kings,SAC vs. DAL
2022300509,2024-03-29,1612709890,AUS,Austin Spurs,AUS @ IWA
0022301072,2024-03-29,1610612762,UTA,Utah Jazz,UTA vs. HOU
0022301068,2024-03-29,1610612748,MIA,Miami Heat,MIA vs. POR
0022301067,2024-03-29,1610612755,PHI,Philadelphia 76ers,PHI @ CLE
2022300513,2024-03-29,1612709933,RCR,Rip City Remix,RCR vs. SCW
2022300508,2024-03-29,1612709932,MCC,Motor City Cruise,MCC @ RAP
2022300508,2024-03-29,1612709920,RAP,Raptors 905,RAP vs. MCC
0022301063,2024-03-29,1610612747,LAL,Los Angeles Lakers,LAL @ IND
0022301069,2024-03-29,1610612756,PHX,Phoenix Suns,PHX @ OKC
0022301062,2024-03-29,1610612744,GSW,Golden State Warriors,GSW @ CHA
0022301063,2024-03-29,1610612754,IND,Indiana Pacers,IND vs. LAL
2022300513,2024-03-29,1612709902,SCW,Santa Cruz Warriors,SCW @ RCR
2022300506,2024-03-29,1612709910,FWN,Fort Wayne Mad Ants,FWN @ OSC
0022301065,2024-03-29,1610612764,WAS,Washington Wizards,WAS vs. DET
0022301067,2024-03-29,1610612739,CLE,Cleveland Cavaliers,CLE vs. PHI
0022301064,2024-03-29,1610612753,ORL,Orlando Magic,ORL vs. LAC
2022300514,2024-03-29,1612709931,MXC,Mexico City Capitanes,MXC @ SBL
0022301068,2024-03-29,1610612757,POR,Portland Trail Blazers,POR @ MIA
2022300506,2024-03-29,1612709925,OSC,Osceola Magic,OSC vs. FWN
2022300510,2024-03-29,1612709914,STO,Stockton Kings,STO @ SXF
0022301071,2024-03-29,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN
0022301072,2024-03-29,1610612745,HOU,Houston Rockets,HOU @ UTA
0022301066,2024-03-29,1610612741,CHI,Chicago Bulls,CHI @ BKN
0022301070,2024-03-29,1610612759,SAS,San Antonio Spurs,SAS vs. NYK
0022301065,2024-03-29,1610612765,DET,Detroit Pistons,DET @ WAS
2022300507,2024-03-29,1612709926,MHU,Memphis Hustle,MHU @ WES
2022300512,2024-03-29,1612709908,RGV,Rio Grande Valley Vipers,RGV vs. SLC
2022300509,2024-03-29,1612709911,IWA,Iowa Wolves,IWA vs. AUS
0022301071,2024-03-29,1610612743,DEN,Denver Nuggets,DEN vs. MIN
0022301062,2024-03-29,1610612766,CHA,Charlotte Hornets,CHA vs. GSW
0022301073,2024-03-29,1610612742,DAL,Dallas Mavericks,DAL @ SAC
0022301061,2024-03-28,1610612749,MIL,Milwaukee Bucks,MIL @ NOP
2022300503,2024-03-28,1612709893,CLC,Cleveland Charge,CLC @ GRG
2022300502,2024-03-28,1612709929,CPS,College Park Skyhawks,CPS vs. MNE
2022300502,2024-03-28,1612709915,MNE,Maine Celtics,MNE @ CPS
2022300505,2024-03-28,1612709930,GLI,G League Ignite,GLI @ ONT
2022300503,2024-03-28,1612709917,GRG,Grand Rapids Gold,GRG vs. CLC
0022301060,2024-03-28,1610612738,BOS,Boston Celtics,BOS @ ATL
2022300504,2024-03-28,1612709889,OKL,Oklahoma City Blue,OKL vs. TEX
2022300504,2024-03-28,1612709918,TEX,Texas Legends,TEX @ OKL
0022301060,2024-03-28,1610612737,ATL,Atlanta Hawks,ATL vs. BOS
0022301061,2024-03-28,1610612740,NOP,New Orleans Pelicans,NOP vs. MIL
2022300505,2024-03-28,1612709924,ONT,Ontario Clippers,ONT vs. GLI
0022301052,2024-03-27,1610612755,PHI,Philadelphia 76ers,PHI vs. LAC
0022301054,2024-03-27,1610612741,CHI,Chicago Bulls,CHI vs. IND
0022301059,2024-03-27,1610612756,PHX,Phoenix Suns,PHX @ DEN
2022300495,2024-03-27,1612709922,GBO,Greensboro Swarm,GBO @ WES
2022300500,2024-03-27,1612709931,MXC,Mexico City Capitanes,MXC vs. RGV
0022301055,2024-03-27,1610612763,MEM,Memphis Grizzlies,MEM vs. LAL
0022301052,2024-03-27,1610612746,LAC,LA Clippers,LAC @ PHI
2022300493,2024-03-27,1612709909,DEL,Delaware Blue Coats,DEL vs. CCG
2022300498,2024-03-27,1612709911,IWA,Iowa Wolves,IWA @ OSC
0022301053,2024-03-27,1610612761,TOR,Toronto Raptors,TOR vs. NYK
0022301051,2024-03-27,1610612757,POR,Portland Trail Blazers,POR @ ATL
0022301058,2024-03-27,1610612759,SAS,San Antonio Spurs,SAS @ UTA
2022300499,2024-03-27,1612709927,WIS,Wisconsin Herd,WIS vs. FWN
2022300496,2024-03-27,1612709913,BHM,Birmingham Squadron,BHM @ OKL
